const_consumed,const_itersMu,const_itersSigma,const_number,const_produced,const_salaryMu,const_salarySigma,const_time,var_capitalMu,var_capitalSigma,var_employeesMu,var_employeesSigma,var_goodwillMu,var_goodwillSigma,var_total_value_destroyedMu,var_total_value_destroyedSigma,var_valueProducedMu,var_valueProducedSigma
2.0,12.874444357226945,16.09882295095199,1.0,14.0,862490.4407893996,151071.95843240147,15.0,-4636.753944701362,0.0,0.0,0.0,0.0,0.0,112.54858865586333,0.0,0.0,0.0
2.0,12.874444357226945,16.09882295095199,1.0,14.0,862490.4407893996,151071.95843240147,15.0,-1.9612408753944702E7,0.0,1.0,0.0,4127952.0,0.0,112.54858865586333,0.0,0.0,0.0
2.0,12.874444357226945,16.09882295095199,1.0,14.0,862490.4407893996,151071.95843240147,15.0,-5.54736527539447E7,0.0,1.0,0.0,1.6898633111111112E7,0.0,7610853.659699767,0.0,0.0,0.0
2.0,12.874444357226945,16.09882295095199,1.0,14.0,862490.4407893996,151071.95843240147,15.0,-6.06335927539447E7,0.0,1.0,0.0,2.2058573111111112E7,0.0,1.5221594770810878E7,0.0,2.3090561111111112E7,0.0
2.0,12.874444357226945,16.09882295095199,1.0,14.0,862490.4407893996,151071.95843240147,15.0,-5.03137127539447E7,0.0,1.0,0.0,1.1738693111111112E7,0.0,3.04430769930331E7,0.0,2.3090561111111112E7,0.0
2.0,12.874444357226945,16.09882295095199,1.0,14.0,862490.4407893996,151071.95843240147,15.0,-6.69348257539447E7,0.0,1.0,0.0,1.6898633111111112E7,0.0,3.805381810414421E7,0.0,2.3090561111111112E7,0.0
2.0,12.874444357226945,16.09882295095199,1.0,14.0,862490.4407893996,151071.95843240147,15.0,-3.186069697539447E8,0.0,34.0,0.0,2.87642693125E8,0.0,7.402681322914422E7,0.0,2.3090561111111112E7,0.0
2.0,12.874444357226945,16.09882295095199,1.0,14.0,862490.4407893996,151071.95843240147,15.0,-1.0189633117539446E9,0.0,34.0,0.0,4.527910571111111E8,0.0,1.1602386234025529E8,0.0,6.6782620125E7,0.0
2.0,12.874444357226945,16.09882295095199,1.0,14.0,862490.4407893996,151071.95843240147,15.0,-1.4674829357539446E9,0.0,34.0,0.0,1.1142679E8,0.0,2.114717012291441E8,0.0,2.0739928899999997E8,0.0
2.0,12.874444357226945,16.09882295095199,1.0,14.0,862490.4407893996,151071.95843240147,15.0,-2.1234018597539446E9,0.0,34.0,0.0,3.2039214199999994E8,0.0,2.8019414522914404E8,0.0,2.0358137544444442E8,0.0
2.0,12.874444357226945,16.09882295095199,1.0,14.0,862490.4407893996,151071.95843240147,15.0,-2.6633259787539444E9,0.0,34.0,0.0,4.451582E8,0.0,3.1890000881247723E8,0.0,2.041051334722222E8,0.0
2.0,12.874444357226945,16.09882295095199,1.0,14.0,862490.4407893996,151071.95843240147,15.0,-3.2276329247539444E9,0.0,34.0,0.0,1.45788012E8,0.0,4.1764497322914374E8,0.0,2.0358434544444445E8,0.0
