const_consumed,const_itersMu,const_itersSigma,const_number,const_produced,const_salaryMu,const_salarySigma,const_time,var_capitalMu,var_employeesMu,var_goodwillMu,var_total_value_destroyedMu,var_valueProducedMu
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-1.1040825877522688E9,1.0,6426650.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-1.1297891877522688E9,1.0,5141320.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-1.1554957877522688E9,1.0,3855990.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-1.1812023877522688E9,1.0,2570660.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-1.2069089877522688E9,1.0,1285330.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-1.2326155877522688E9,1.0,0.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-1.2583221877522688E9,1.0,7711980.0,463.89651840217414,0.0
18.0,2.486212059008044,6.485155424419138,1.0,10.0,655923.6699267989,608934.5964020569,7.0,-1.2840287877522688E9,1.0,6426650.0,463.89651840217414,0.0
5.0,9.037149450176521,13.28746465657013,1.0,18.0,461692.71122631745,613086.5807518979,5.0,-1312667.35833565,1.0,280264.0,433.82977039785794,0.0
5.0,9.037149450176521,13.28746465657013,1.0,18.0,461692.71122631745,613086.5807518979,5.0,-2713987.35833565,1.0,280264.0,433.82977039785794,0.0
5.0,9.037149450176521,13.28746465657013,1.0,18.0,461692.71122631745,613086.5807518979,5.0,-4115307.35833565,1.0,280264.0,433.82977039785794,0.0
5.0,9.037149450176521,13.28746465657013,1.0,18.0,461692.71122631745,613086.5807518979,5.0,-5516627.35833565,1.0,280264.0,433.82977039785794,0.0
5.0,9.037149450176521,13.28746465657013,1.0,18.0,461692.71122631745,613086.5807518979,5.0,-6917947.35833565,1.0,280264.0,433.82977039785794,0.0
5.0,9.037149450176521,13.28746465657013,1.0,18.0,461692.71122631745,613086.5807518979,5.0,-8319267.35833565,1.0,280264.0,433.82977039785794,0.0
5.0,9.037149450176521,13.28746465657013,1.0,18.0,461692.71122631745,613086.5807518979,5.0,-9720587.35833565,1.0,280264.0,433.82977039785794,0.0
5.0,9.037149450176521,13.28746465657013,1.0,18.0,461692.71122631745,613086.5807518979,5.0,-1.112190735833565E7,1.0,280264.0,433.82977039785794,0.0
5.0,9.037149450176521,13.28746465657013,1.0,18.0,461692.71122631745,613086.5807518979,5.0,-1.252322735833565E7,1.0,280264.0,433.82977039785794,0.0
5.0,9.037149450176521,13.28746465657013,1.0,18.0,461692.71122631745,613086.5807518979,5.0,-1.392454735833565E7,1.0,280264.0,433.82977039785794,0.0
5.0,9.037149450176521,13.28746465657013,1.0,18.0,461692.71122631745,613086.5807518979,5.0,-1.532586735833565E7,1.0,280264.0,433.82977039785794,0.0
5.0,9.037149450176521,13.28746465657013,1.0,18.0,461692.71122631745,613086.5807518979,5.0,-1.672718735833565E7,1.0,280264.0,433.82977039785794,0.0
5.0,9.037149450176521,13.28746465657013,1.0,18.0,461692.71122631745,613086.5807518979,5.0,-1.812850735833565E7,1.0,280264.0,433.82977039785794,0.0
5.0,9.037149450176521,13.28746465657013,1.0,18.0,461692.71122631745,613086.5807518979,5.0,-1.952982735833565E7,1.0,280264.0,433.82977039785794,0.0
5.0,9.037149450176521,13.28746465657013,1.0,18.0,461692.71122631745,613086.5807518979,5.0,-2.093114735833565E7,1.0,280264.0,433.82977039785794,0.0
5.0,9.037149450176521,13.28746465657013,1.0,18.0,461692.71122631745,613086.5807518979,5.0,-2.233246735833565E7,1.0,280264.0,433.82977039785794,0.0
