const_consumed,const_itersMu,const_itersSigma,const_number,const_produced,const_salaryMu,const_salarySigma,const_time,var_capitalMu,var_capitalSigma,var_employeesMu,var_employeesSigma,var_goodwillMu,var_goodwillSigma,var_total_value_destroyedMu,var_total_value_destroyedSigma,var_valueProducedMu,var_valueProducedSigma
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-7.837372860338095E8,6.816416535002182E8,1.0,0.0,1.2999017400000002E7,2.05314718092842E7,3.1538566137367916E8,6.307712472671386E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-8.126786024338095E8,7.042332473814101E8,1.0,0.0,6569983.0,2783166.728963107,3.2555559777367914E8,6.511111200671387E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-8.518166032338096E8,7.463494288806882E8,1.0,0.0,2815707.0,1192785.7409841886,3.357389081736792E8,6.714777408671386E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-8.807579196338096E8,7.6893506548128E8,1.0,0.0,1.6739919399999999E7,2.082911346752816E7,3.560921549736792E8,7.121842344671386E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-9.097126100338095E8,7.915491482010868E8,1.0,0.0,2815707.0,1192785.7409841886,3.6627546537367916E8,7.325508552671386E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-9.488372368338095E8,8.33647934145838E8,1.0,0.0,6569983.0,2783166.728963107,3.7645877577367914E8,7.529174760671387E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-9.777910992338096E8,8.562552083309087E8,1.0,0.0,1.2998189400000002E7,2.052981857288559E7,3.9681119457367915E8,7.936223136671387E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-1.0169148980338095E9,8.983662868826005E8,1.0,0.0,1.6752465399999999E7,2.0853983437100507E7,4.069936769736792E8,8.139872784671386E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-1.0458687604338095E9,9.209688608796195E8,1.0,0.0,1.2998189400000002E7,2.052981857288559E7,4.2734609577367914E8,8.546921160671387E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-1.0748226228338094E9,9.43574134942747E8,1.0,0.0,6569983.0,2783166.728963107,4.2734609577367914E8,8.546921160671387E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-1.1037639392338095E9,9.66157875018154E8,1.0,0.0,2815707.0,1192785.7409841886,4.476985145736791E8,8.953969536671386E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-1.1429002840338094E9,1.008290932960834E9,1.0,0.0,6569983.0,2783166.728963107,4.578809969736791E8,9.157619184671386E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-1.1718416004338095E9,1.0308704566165502E9,1.0,0.0,1.2985643400000002E7,2.050476850203335E7,4.7823341577367914E8,9.564667560671384E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-1.2007954628338094E9,1.0534764296924359E9,1.0,0.0,1.6752465399999999E7,2.0853983437100507E7,4.884158981736791E8,9.768317208671385E8,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-1.2399192616338096E9,1.095589795506295E9,1.0,0.0,1.2985643400000002E7,2.050476850203335E7,5.087683169736791E8,1.0175365584671385E9,0.0,0.0
19.0,10.906013024954115,4.415594738847237,5.0,1.0,1003205.1349421394,516911.7931224981,8.0,-1.2688731240338094E9,1.1181919527633529E9,1.0,0.0,1.6752465399999999E7,2.0853983437100507E7,5.189507993736791E8,1.0379015232671386E9,0.0,0.0
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-1.6970703349468585E7,2566138.047810208,1.0,0.0,3573898.0,540326.0,21.43296204905568,24.337038976419326,0.0,0.0
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-2.9189558349468585E7,3916953.047810208,1.0,0.0,3573898.0,540326.0,4830350.620462049,24.33703897660598,4981505.8125,675407.5
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-3.812430334946859E7,5267768.047810208,1.0,0.0,6858007.25,540326.0,1.4686247432962049E7,24.33703897614032,7755050.8125,675407.5
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-4.259524484946859E7,5943175.547810208,1.0,0.0,6861576.3125,540326.0,2.454571330796205E7,24.337038975208998,7751481.75,675407.5
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-4.705904834946859E7,6618583.047810208,1.0,0.0,3573898.0,540326.0,3.111750087046205E7,24.337038975208998,7755050.8125,675407.5
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-5.599379334946859E7,7969398.047810208,1.0,0.0,6858007.25,540326.0,4.0973397682962045E7,24.337038975208998,7755050.8125,675407.5
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-6.046473484946858E7,8644805.547810204,1.0,0.0,6861576.3125,540326.0,5.0832863557962045E7,24.337038975208998,7751481.75,675407.5
2.0,3.7773080315093077,13.540664992936245,2.0,1.0,65974.8782064403,588105.1924590848,5.0,-6.492853834946858E7,9320213.047810204,1.0,0.0,3573898.0,540326.0,5.7404651120462045E7,24.337038975208998,7755050.8125,675407.5
